Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002422,Male,No,1,Graduate,No,5.348237515564704,-0.4025981827884851,-0.042093796315268474,0.2772125909680383,1.0,Semiurban,Y
LP002478,,Yes,0,Graduate,Yes,-0.5846335373660879,0.44940790748185455,0.044465277797818746,0.2772125909680383,,Semiurban,Y
LP002158,Male,Yes,0,Not Graduate,No,-0.4319664940520926,-0.05495131862233623,-0.6047277780503354,2.2012027445433606,0.0,Urban,N
LP001327,Female,Yes,0,Graduate,No,-0.5178729219147116,0.0777638107952332,-0.20439206027730702,0.2772125909680383,1.0,Semiurban,Y
LP001936,Male,Yes,0,Graduate,No,-0.41948009465345615,0.10155237172857112,-0.1827522917490352,0.2772125909680383,1.0,Rural,Y
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002928,Male,Yes,0,Graduate,No,-0.4319664940520926,0.31022395886311427,-1.0808026856723152,-2.608772639394945,1.0,Semiurban,Y
LP001998,Male,Yes,2,Not Graduate,No,0.34502051919372634,-0.4025981827884851,0.3149623844012163,0.2772125909680383,,Rural,Y
LP002699,Male,Yes,2,Graduate,Yes,1.9820707230176255,-0.4025981827884851,2.641237501190435,0.2772125909680383,1.0,Rural,Y
LP002960,Male,Yes,0,Not Graduate,No,-0.5318576892411844,0.3903538483227788,0.0,-2.608772639394945,1.0,Urban,N
LP002448,Male,Yes,0,Graduate,No,-0.2741384056533276,-0.04097032228432184,-0.07455344910767618,0.2772125909680383,0.0,Rural,N
LP002888,Male,No,0,Graduate,,-0.4016661648447348,0.20609683688297722,0.05528516206195465,0.2772125909680383,1.0,Urban,Y
LP001100,Male,No,3+,Graduate,No,1.1496440964418606,0.2234165786151443,1.7756467600595631,0.2772125909680383,1.0,Rural,N
LP002296,Male,No,0,Not Graduate,No,-0.4727553987543051,-0.4025981827884851,-0.983423727295092,-0.6847824858196229,1.0,Rural,N
LP002974,Male,Yes,0,Graduate,No,-0.3933418985789771,0.00431141212387402,-0.5181687039372482,0.2772125909680383,1.0,Rural,Y
LP001241,Female,No,0,Graduate,No,-0.21553557114239374,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,0.0,Semiurban,N
LP001478,Male,No,0,Graduate,No,-0.4789153557909657,-0.4025981827884851,-0.9293243059744125,0.2772125909680383,1.0,Semiurban,Y
LP001146,Female,Yes,0,Graduate,No,-0.4910687845389719,0.3152320769543433,-0.3883300927676174,0.2772125909680383,0.0,Urban,N
LP001884,Female,No,1,Graduate,No,-0.4526106743911716,-0.0770705068585978,-0.7129266206916944,0.2772125909680383,1.0,Urban,Y
LP002533,Male,Yes,2,Graduate,No,-0.4407902162937957,-0.06809762861181244,0.0,0.2772125909680383,1.0,Urban,N
LP001565,Male,Yes,1,Graduate,No,-0.417149300099044,-0.13549855125626986,-0.37751020850348144,0.2772125909680383,0.0,Semiurban,N
LP002366,Male,Yes,0,Graduate,No,-0.4875725927073537,0.49468964189005044,-0.37751020850348144,0.2772125909680383,1.0,Rural,Y
LP001778,Male,Yes,1,Graduate,No,-0.4061612686282439,-0.03137142927613285,-0.1719324074848993,0.2772125909680383,1.0,Semiurban,Y
LP001367,Male,Yes,1,Graduate,No,-0.42330925713570466,-0.18766644803990565,-0.6047277780503354,0.2772125909680383,1.0,Urban,Y
LP001241,Female,No,0,Graduate,No,-0.21553557114239374,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,0.0,Semiurban,N
LP001669,Female,No,0,Not Graduate,No,-0.6139349546215548,0.09091012078470942,-0.3883300927676174,0.0,1.0,Urban,Y
LP001248,Male,No,0,Graduate,No,-0.3487238313945161,-0.4025981827884851,-0.8103055790689175,-0.6847824858196229,1.0,Semiurban,Y
LP001579,Male,No,0,Graduate,No,-0.5589947972675543,-0.4025981827884851,-1.0050634958233637,2.2012027445433606,0.0,Semiurban,N
LP001369,Male,Yes,2,Graduate,No,0.9693404891255499,-0.16763397567498953,0.7477577549666524,0.2772125909680383,1.0,Urban,Y
LP002659,Male,Yes,3+,Graduate,No,-0.3543843324552313,0.3127280179087288,-0.06373356484354029,0.2772125909680383,1.0,Rural,Y
LP002785,Male,Yes,1,Graduate,No,-0.3765268807221467,0.27558447539878006,0.022825509269546938,0.2772125909680383,1.0,Urban,Y
LP002543,Male,Yes,2,Graduate,No,0.4558997458536182,-0.4025981827884851,0.9749753245135063,0.2772125909680383,1.0,Semiurban,Y
LP002386,Male,No,0,Graduate,,1.2122425787603581,-0.4025981827884851,2.695336922511115,0.2772125909680383,1.0,Semiurban,Y
LP001688,Male,Yes,1,Not Graduate,No,-0.3487238313945161,-0.17660685392177486,-0.22603182880557882,0.2772125909680383,1.0,Urban,Y
LP001431,Female,No,0,Graduate,No,-0.5756433297990696,1.4712726696797123,-0.20439206027730702,0.2772125909680383,0.0,Semiurban,Y
LP001807,Male,Yes,2,Graduate,Yes,0.10911081322215455,-0.131325119513579,-0.5181687039372482,0.2772125909680383,1.0,Rural,Y
LP001806,Male,No,0,Graduate,No,-0.43779348043812294,0.7870385354655454,-0.009634143522860768,-4.532762792970267,1.0,Urban,Y
LP001137,Female,No,0,Graduate,No,-0.3637075106728799,-0.4025981827884851,-0.7345663892199662,0.0,1.0,Urban,Y
LP001391,Male,Yes,0,Not Graduate,No,-0.3367368879718251,0.45587672668302537,-0.042093796315268474,0.0,0.0,Rural,N
LP001915,Male,Yes,2,Graduate,No,-0.5483397364473845,-0.19688973473704582,-0.8427652318613252,-2.608772639394945,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002547,Male,Yes,1,Graduate,No,2.120752999005148,-0.4025981827884851,3.723225927604026,0.2772125909680383,1.0,Urban,N
LP001197,Male,Yes,0,Graduate,No,-0.3710328649867466,0.0564793089075098,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP001691,Male,Yes,2,Not Graduate,No,-0.2792994507380973,-0.4025981827884851,-0.34505055571107374,0.2772125909680383,1.0,Semiurban,Y
LP001186,Female,Yes,1,Graduate,Yes,0.9831587711267077,-0.4025981827884851,1.4077706950789424,0.2772125909680383,0.0,Urban,N
LP002541,Male,Yes,0,Graduate,No,0.8721130591415006,-0.4025981827884851,0.8451367133438755,0.2772125909680383,1.0,Semiurban,Y
LP001699,Male,No,0,Graduate,No,-0.5187053485412874,-0.4025981827884851,-1.0483430328799075,0.2772125909680383,1.0,Urban,Y
LP002191,Male,Yes,0,Graduate,No,2.3533329984704165,0.696266395062019,4.480617826093539,0.2772125909680383,1.0,Rural,N
LP001018,Male,Yes,2,Graduate,No,-0.2644822567850487,-0.08416534082117226,0.13102435191090597,0.2772125909680383,1.0,Urban,Y
LP002277,Female,No,0,Graduate,No,-0.4019991354953651,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,0.0,Urban,N
LP001326,Male,No,0,Graduate,,0.19768100628981594,-0.4025981827884851,0.0,0.2772125909680383,,Urban,N
LP002114,Female,No,0,Graduate,No,-0.23884351668651516,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,1.0,Semiurban,Y
LP002305,Female,No,0,Graduate,No,-0.17441369578955096,-0.4025981827884851,-0.4424295140882969,0.2772125909680383,1.0,Semiurban,Y
LP001387,Female,Yes,0,Graduate,,-0.44378695214946845,0.08423262999640403,-0.1827522917490352,0.2772125909680383,1.0,Semiurban,Y
LP001492,Male,No,0,Graduate,No,1.5656909244044281,-0.4025981827884851,0.9316957874569628,0.2772125909680383,0.0,Semiurban,N
LP002308,Male,Yes,0,Not Graduate,No,-0.570648770039615,0.09821362633441842,-0.4424295140882969,0.2772125909680383,1.0,Urban,Y
LP001519,Female,No,0,Graduate,No,0.7334307831539782,-0.05495131862233623,0.7477577549666524,0.2772125909680383,1.0,Rural,N
LP001726,Male,Yes,0,Graduate,No,-0.3109316625479764,-0.032206115624671024,-0.26931136586212245,0.2772125909680383,1.0,Semiurban,Y
LP002112,Male,Yes,2,Graduate,Yes,-0.515209156709669,0.5572911180304133,0.2175834260239932,0.2772125909680383,1.0,Rural,Y
LP002053,Male,Yes,3+,Graduate,No,-0.20854318747915732,-0.3631592528200564,-0.34505055571107374,0.2772125909680383,1.0,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,-0.2100415554069937,0.10885587727828012,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP001883,Female,No,0,Graduate,,-0.36237562807035867,-0.4025981827884851,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP001671,Female,Yes,0,Graduate,No,-0.362708598720989,0.18502100658238838,-0.46406928261656866,0.2772125909680383,,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,0.0674894818933663,-0.4025981827884851,0.5313600696839343,-1.646777562607284,1.0,Semiurban,N
LP002181,Male,No,0,Not Graduate,No,0.10345031216143935,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP002188,Male,No,0,Graduate,No,-0.07835166308270769,-0.4025981827884851,-0.34505055571107374,0.0,0.0,Rural,N
LP001238,Male,Yes,3+,Not Graduate,Yes,0.2506233397400346,-0.4025981827884851,-0.33423067144693785,-4.532762792970267,1.0,Urban,Y
LP001657,Male,Yes,0,Not Graduate,No,0.07298349762876635,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP001552,Male,Yes,0,Graduate,No,-0.16842022407820545,0.77117949484332,1.0723542828907295,0.2772125909680383,1.0,Semiurban,Y
LP002837,Male,Yes,3+,Graduate,No,-0.3653723639260314,0.11908078504787274,-0.3558704399752097,0.2772125909680383,0.0,Rural,N
LP001318,Male,Yes,2,Graduate,No,0.10911081322215455,0.7772309708702219,0.347422037193624,-2.608772639394945,1.0,Semiurban,Y
LP001186,Female,Yes,1,Graduate,Yes,0.9831587711267077,-0.4025981827884851,1.4077706950789424,0.2772125909680383,0.0,Urban,N
LP002398,Male,No,0,Graduate,No,-0.6107717334405669,-0.016347075002445748,-1.1457219912571306,0.2772125909680383,1.0,Semiurban,Y
LP001577,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Rural,N
LP001120,Male,No,0,Graduate,No,-0.6317488844302762,-0.14947954759428425,-1.1781816440495383,0.2772125909680383,1.0,Urban,Y
LP001610,Male,Yes,3+,Graduate,No,-0.01308941555916773,1.955390751831852,3.6691265062833462,0.2772125909680383,0.0,Semiurban,N
LP002767,Male,Yes,0,Graduate,No,-0.4705910895252081,0.00431141212387402,-0.009634143522860768,0.2772125909680383,1.0,Rural,Y
LP002792,Male,Yes,1,Graduate,No,-0.021080711174295073,-0.18724910486563656,-1.4053992135963922,0.2772125909680383,1.0,Semiurban,Y
LP001280,Male,Yes,2,Not Graduate,No,-0.3765268807221467,0.014744991480601178,-0.6155476623144713,0.2772125909680383,,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,0.19784749161513107,-0.4025981827884851,-0.28013125012625834,0.2772125909680383,1.0,Semiurban,Y
LP002205,Male,No,1,Graduate,No,-0.42164440388255314,0.012032260847852116,-0.4857090511448405,-2.608772639394945,0.0,Urban,N
LP002231,Female,No,0,Graduate,No,0.0674894818933663,-0.4025981827884851,0.0011857407412751337,0.2772125909680383,1.0,Urban,Y
LP001938,Male,Yes,2,Graduate,No,-0.19888703861087845,-0.4025981827884851,-0.31259090291866604,0.2772125909680383,0.0,Semiurban,N
LP002776,Female,No,0,Graduate,No,-0.09899584342178666,-0.4025981827884851,-0.5722681252579277,0.2772125909680383,0.0,Semiurban,N
LP001036,Female,No,0,Graduate,No,-0.3470589781413646,-0.4025981827884851,-0.8644050003895971,0.2772125909680383,0.0,Urban,N
LP001633,Male,Yes,1,Graduate,No,0.1340836120194275,1.1102708239369525,0.2608629630805368,0.2772125909680383,0.0,Urban,N
LP001087,Female,No,2,Graduate,,-0.30710250006572787,0.03206473321276826,-0.3883300927676174,0.2772125909680383,1.0,Semiurban,Y
LP002723,Male,No,2,Graduate,No,-0.33407312276678264,-0.4025981827884851,-0.4965289354089764,0.2772125909680383,0.0,Rural,N
LP002368,Male,Yes,2,Graduate,No,0.056667935747881364,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Semiurban,Y
LP001432,Male,Yes,2,Graduate,No,-0.4391253630406442,-0.4025981827884851,-0.8103055790689175,0.2772125909680383,1.0,Semiurban,Y
LP001333,Male,Yes,0,Graduate,No,-0.6022809818494941,-0.19455261041534558,-1.1457219912571306,0.2772125909680383,1.0,Semiurban,Y
LP002116,Female,No,0,Graduate,No,-0.5355203663981177,-0.4025981827884851,-1.1890015283136741,0.2772125909680383,1.0,Rural,N
LP002337,Female,No,0,Graduate,No,-0.4327989206786684,-0.4025981827884851,-1.0375231486157714,0.2772125909680383,1.0,Urban,Y
LP002449,Male,Yes,0,Graduate,No,-0.5180394072400267,0.11198595108529827,-0.7129266206916944,-2.608772639394945,0.0,Rural,Y
LP002945,Male,Yes,0,Graduate,Yes,0.7272708261173175,-0.4025981827884851,0.2608629630805368,0.2772125909680383,1.0,Rural,Y
LP001854,Male,Yes,3+,Graduate,No,-0.05737451209299842,-0.4025981827884851,-0.6696470836351508,0.2772125909680383,1.0,Urban,N
LP001888,Female,No,0,Graduate,No,-0.3925094719524014,-0.4025981827884851,-1.3621196765398487,0.2772125909680383,1.0,Urban,Y
LP002555,Male,Yes,2,Graduate,Yes,-0.16842022407820545,0.03206473321276826,0.044465277797818746,0.2772125909680383,1.0,Semiurban,Y
LP002328,Male,Yes,0,Not Graduate,No,0.083472073123621,-0.4025981827884851,0.6720185651177011,0.2772125909680383,0.0,Rural,N
LP002065,Male,Yes,3+,Graduate,No,1.5658574097297433,-0.4025981827884851,1.559249074776845,0.2772125909680383,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,0.1312533614890699,-0.19392659565394196,0.33660215292948814,0.2772125909680383,1.0,Rural,N
LP002113,Female,No,3+,Not Graduate,No,-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,Urban,N
LP002587,Male,Yes,0,Not Graduate,No,-0.4985606241781538,-0.047856484659761764,-0.5289885882013841,0.2772125909680383,1.0,Rural,Y
LP001994,Female,No,0,Graduate,No,-0.5318576892411844,-0.013843015956831232,-0.5614482409937918,0.2772125909680383,0.0,Urban,N
LP001050,,Yes,2,Not Graduate,No,-0.37119935031206175,-0.002574750251565903,-0.4748891668807046,0.2772125909680383,0.0,Rural,N
LP001492,Male,No,0,Graduate,No,1.5656909244044281,-0.4025981827884851,0.9316957874569628,0.2772125909680383,0.0,Semiurban,N
LP001871,Female,No,0,Graduate,No,0.26727187227154986,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,Rural,Y
LP002545,Male,No,2,Graduate,No,-0.34089902110470394,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,0.0,Rural,N
LP001528,Male,No,0,Graduate,No,0.11360591700566368,-0.4025981827884851,-0.4099698612958892,0.2772125909680383,0.0,Rural,N
LP001798,Male,Yes,2,Graduate,No,0.03735563801132362,0.6407597528842306,-0.3883300927676174,0.2772125909680383,1.0,Rural,Y
LP002160,Male,Yes,3+,Graduate,No,-0.07119279409415612,0.258264733666613,0.4772606483632548,0.2772125909680383,1.0,Semiurban,Y
LP001263,Male,Yes,3+,Graduate,No,-0.4041634447244621,0.4320881657496875,0.2608629630805368,-0.6847824858196229,0.0,Semiurban,N
LP002188,Male,No,0,Graduate,No,-0.07835166308270769,-0.4025981827884851,-0.34505055571107374,0.0,0.0,Rural,N
LP001392,Female,No,1,Graduate,Yes,0.3090596889256533,-0.4025981827884851,0.0,0.2772125909680383,1.0,Semiurban,Y
LP002941,Male,Yes,2,Not Graduate,Yes,0.1312533614890699,-0.19392659565394196,0.33660215292948814,0.2772125909680383,1.0,Rural,N
LP001528,Male,No,0,Graduate,No,0.11360591700566368,-0.4025981827884851,-0.4099698612958892,0.2772125909680383,0.0,Rural,N
LP002113,Female,No,3+,Not Graduate,No,-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,Urban,N
LP001536,Male,Yes,3+,Graduate,No,5.727824057283252,-0.4025981827884851,4.8052143540176155,-2.608772639394945,0.0,Semiurban,Y
LP001580,Male,Yes,2,Graduate,No,0.40046013252367224,-0.4025981827884851,0.4772606483632548,0.2772125909680383,1.0,Semiurban,Y
LP001656,Male,No,0,Graduate,No,1.0664014337842842,-0.4025981827884851,0.08774481485436235,0.2772125909680383,1.0,Semiurban,N
LP001487,Male,No,0,Graduate,No,-0.11647680257987772,-0.4025981827884851,-0.5830880095220636,0.2772125909680383,1.0,Semiurban,Y
LP001883,Female,No,0,Graduate,,-0.36237562807035867,-0.4025981827884851,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP001473,Male,No,0,Graduate,No,-0.5961210248128335,-7.06912059513853e-05,-0.8860447689178689,0.2772125909680383,1.0,Urban,Y
LP001964,Male,Yes,0,Not Graduate,No,-0.6317488844302762,0.20964425386426447,-0.6804669678992867,0.2772125909680383,0.0,Urban,N
LP001038,Male,Yes,0,Not Graduate,No,-0.11780868518239895,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP002191,Male,Yes,0,Graduate,No,2.3533329984704165,0.696266395062019,4.480617826093539,0.2772125909680383,1.0,Rural,N
LP001451,Male,Yes,1,Graduate,Yes,0.8188377550406517,0.400787427679506,0.044465277797818746,-2.608772639394945,0.0,Urban,N
LP001910,Male,No,1,Not Graduate,Yes,-0.25665744649523653,0.10363908759991655,0.022825509269546938,0.2772125909680383,0.0,Urban,N
LP001498,Male,No,0,Graduate,No,-0.029571462765367873,-0.4025981827884851,0.13102435191090597,0.2772125909680383,1.0,Urban,Y
LP001032,Male,No,0,Graduate,No,-0.10732010968754431,-0.4025981827884851,-0.33423067144693785,0.2772125909680383,1.0,Urban,Y
LP002840,Female,No,0,Graduate,No,-0.5355203663981177,-0.4025981827884851,-1.5893372460867026,0.2772125909680383,1.0,Urban,N
LP001245,Male,Yes,2,Not Graduate,Yes,-0.6192624850316397,-0.011338956911216714,-0.6371874308427431,0.2772125909680383,1.0,Semiurban,Y
LP001243,Male,Yes,0,Graduate,No,-0.3973375463865408,0.23718890336602416,0.17430388896744958,0.2772125909680383,1.0,Urban,Y
LP002531,Male,Yes,1,Graduate,Yes,1.8433884470301032,0.06691288826423696,-0.7562061577482381,0.2772125909680383,1.0,Semiurban,Y
LP001814,Male,Yes,2,Graduate,No,0.6839846415353777,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Urban,Y
LP002379,Male,No,0,Graduate,No,0.1507321445509428,-0.4025981827884851,-0.5506283567296559,0.2772125909680383,0.0,Rural,N
LP002158,Male,Yes,0,Not Graduate,No,-0.4319664940520926,-0.05495131862233623,-0.6047277780503354,2.2012027445433606,0.0,Urban,N
LP002788,Male,Yes,0,Not Graduate,No,-0.5228674816741661,0.08423262999640403,0.2716828473446727,0.2772125909680383,0.0,Urban,N
LP001379,Male,Yes,2,Graduate,No,-0.2987782337999702,0.34861953089587017,0.6503787965894293,0.2772125909680383,0.0,Urban,N
LP001875,Male,No,0,Graduate,No,-0.2496650628320001,0.3166927780642851,-0.052913680579404376,0.2772125909680383,1.0,Rural,Y
LP002328,Male,Yes,0,Not Graduate,No,0.083472073123621,-0.4025981827884851,0.6720185651177011,0.2772125909680383,0.0,Rural,N
LP002931,Male,Yes,2,Graduate,Yes,0.0674894818933663,-0.4025981827884851,0.5313600696839343,-1.646777562607284,1.0,Semiurban,N
LP001872,Male,No,0,Graduate,Yes,-0.07135927941947127,-0.4025981827884851,-0.30177101865453015,0.2772125909680383,1.0,Semiurban,Y
LP001711,Male,Yes,3+,Graduate,No,-0.36037780416657683,-0.14175869887030618,-0.30177101865453015,0.2772125909680383,0.0,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,-0.3653723639260314,-0.4025981827884851,-0.658827199371015,0.2772125909680383,1.0,Rural,N
LP001637,Male,Yes,1,Graduate,No,4.703439850619116,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,Semiurban,N
LP002209,Female,No,0,Graduate,,-0.4712570308264687,-0.09814633715918665,-0.4965289354089764,0.2772125909680383,1.0,Urban,Y
LP001577,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Rural,N
LP002544,Male,Yes,1,Not Graduate,No,-0.605444203030482,0.10572580347126198,-0.26931136586212245,0.2772125909680383,1.0,Rural,Y
LP001964,Male,Yes,0,Not Graduate,No,-0.6317488844302762,0.20964425386426447,-0.6804669678992867,0.2772125909680383,0.0,Urban,N
LP001066,Male,Yes,0,Graduate,Yes,0.6601772400153109,-0.4025981827884851,0.3798816899860317,0.2772125909680383,1.0,Semiurban,Y
LP001008,Male,No,0,Graduate,No,0.0674894818933663,-0.4025981827884851,-0.16111252322076342,0.2772125909680383,1.0,Urban,Y
LP002693,Male,Yes,2,Graduate,Yes,0.3918028956072843,1.092742410617651,3.5068282423213075,0.2772125909680383,1.0,Rural,Y
LP002201,Male,Yes,2,Graduate,Yes,0.6207202179156196,1.240273222721773,2.4248398159077174,-0.6847824858196229,1.0,Rural,Y
LP001562,Male,Yes,0,Graduate,No,0.389305615727557,-0.4025981827884851,1.2887519681734476,0.2772125909680383,1.0,Urban,N
LP002983,Male,Yes,1,Graduate,No,0.41244707594636326,-0.3525170018761947,1.0507145143624577,0.2772125909680383,1.0,Urban,Y
LP002706,Male,Yes,1,Not Graduate,No,-0.051547525706968064,-0.10419781318608841,0.05528516206195465,0.2772125909680383,0.0,Semiurban,Y
LP002055,Female,No,0,Graduate,No,-0.4043299300497772,0.22028650480812617,-0.2584914815979865,0.2772125909680383,,Rural,Y
LP002637,Male,No,0,Not Graduate,No,-0.3324082695136311,-0.13403785014632807,-0.6047277780503354,0.2772125909680383,1.0,Rural,N
LP001036,Female,No,0,Graduate,No,-0.3470589781413646,-0.4025981827884851,-0.8644050003895971,0.2772125909680383,0.0,Urban,N
LP001945,Female,No,,Graduate,No,-0.029571462765367873,-0.4025981827884851,-0.1394727546924916,2.2012027445433606,0.0,Urban,N
LP002519,Male,Yes,3+,Graduate,No,-0.15043980894416892,-0.4025981827884851,-0.6047277780503354,0.2772125909680383,1.0,Semiurban,Y
LP001263,Male,Yes,3+,Graduate,No,-0.4041634447244621,0.4320881657496875,0.2608629630805368,-0.6847824858196229,0.0,Semiurban,N
LP001028,Male,Yes,2,Graduate,No,-0.41981306530408646,1.2888937025241216,0.4772606483632548,0.2772125909680383,1.0,Urban,Y
LP002170,Male,Yes,2,Graduate,No,-0.09899584342178666,0.3626005272338846,0.8667764818721474,0.2772125909680383,1.0,Semiurban,Y
LP001114,Male,No,0,Graduate,No,-0.23784460473462424,1.101923960451571,0.3041425001370804,0.2772125909680383,1.0,Urban,Y
LP002670,Female,Yes,2,Graduate,No,-0.5932907742824758,-0.062046152584910697,-0.46406928261656866,2.2012027445433606,1.0,Semiurban,Y
LP002054,Male,Yes,2,Not Graduate,No,-0.33190881353768564,-0.0708103592445615,0.0,0.2772125909680383,1.0,Rural,Y
LP002113,Female,No,3+,Not Graduate,No,-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,Urban,N
LP001844,Male,No,0,Graduate,Yes,1.7739640663736844,-0.4025981827884851,0.3907015742501676,0.2772125909680383,0.0,Urban,N
LP001047,Male,Yes,0,Not Graduate,No,-0.4985606241781538,-0.0038267797743731617,-0.43160962982416096,0.2772125909680383,0.0,Semiurban,N
LP002697,Male,No,0,Graduate,No,-0.15227114752263562,0.03289941956130643,0.0,0.2772125909680383,1.0,Semiurban,N
LP002582,Female,No,0,Not Graduate,Yes,1.9426137009179343,-0.4025981827884851,0.7477577549666524,0.2772125909680383,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,-0.4897369019364507,-0.08959080208667039,-0.46406928261656866,-2.608772639394945,0.0,Rural,N
LP001953,Male,Yes,1,Graduate,No,0.21316414154412516,-0.4025981827884851,0.4772606483632548,0.2772125909680383,1.0,Semiurban,Y
LP002126,Male,Yes,3+,Not Graduate,No,-0.40316453277257114,-0.4025981827884851,-0.8860447689178689,0.2772125909680383,1.0,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,-0.37935713125250425,0.3277523721824159,-0.7345663892199662,0.2772125909680383,1.0,Urban,Y
LP002287,Female,No,0,Graduate,No,-0.6816944820248221,-0.026989325946307447,-0.5722681252579277,0.2772125909680383,0.0,Semiurban,N
LP002813,Female,Yes,1,Graduate,Yes,2.312377608442889,-0.4025981827884851,4.8052143540176155,0.2772125909680383,1.0,Semiurban,Y
LP002684,Female,No,0,Not Graduate,No,-0.3653723639260314,-0.4025981827884851,-0.658827199371015,0.2772125909680383,1.0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,-0.5563310320625119,0.0216311538560411,-0.4965289354089764,0.2772125909680383,1.0,Rural,Y
LP001892,Male,No,0,Graduate,No,-0.45976954337972314,-0.01509504547963849,-0.3234107871828019,0.2772125909680383,1.0,Rural,Y
LP002912,Male,Yes,1,Graduate,No,-0.21836582167275134,0.2234165786151443,0.17430388896744958,-4.147964762255203,1.0,Rural,N
LP002130,Male,Yes,,Not Graduate,No,-0.3448946689122676,0.2714110436560892,-0.042093796315268474,0.2772125909680383,0.0,Rural,N
LP001761,Male,No,0,Graduate,Yes,0.1340836120194275,-0.4025981827884851,0.4772606483632548,0.2772125909680383,1.0,Rural,Y
LP001398,Male,No,0,Graduate,,-0.09067157715602901,-0.4025981827884851,-0.4099698612958892,0.2772125909680383,1.0,Semiurban,Y
LP002837,Male,Yes,3+,Graduate,No,-0.3653723639260314,0.11908078504787274,-0.3558704399752097,0.2772125909680383,0.0,Rural,N
LP001050,,Yes,2,Not Graduate,No,-0.37119935031206175,-0.002574750251565903,-0.4748891668807046,0.2772125909680383,0.0,Rural,N
LP002284,Male,No,0,Not Graduate,No,-0.2817967306178246,-0.05495131862233623,-0.5073488196731123,0.2772125909680383,1.0,Rural,Y
LP001357,Male,,,Graduate,No,-0.2961144685949278,-0.24525980608903955,0.044465277797818746,0.2772125909680383,1.0,Urban,Y
LP001241,Female,No,0,Graduate,No,-0.21553557114239374,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,0.0,Semiurban,N
LP001903,Male,Yes,0,Graduate,No,-0.2666465660141457,0.28059259349000915,0.5529998382122062,0.2772125909680383,1.0,Semiurban,Y
LP002262,Male,Yes,3+,Graduate,No,0.6508540617976624,-0.4025981827884851,1.2887519681734476,0.2772125909680383,1.0,Rural,Y
LP002911,Male,Yes,1,Graduate,No,-0.4674278683442202,-0.002574750251565903,-0.1070131019000839,0.2772125909680383,0.0,Rural,N
LP002443,Male,Yes,2,Graduate,No,-0.3753614834449406,-0.04576976878841633,-0.06373356484354029,0.2772125909680383,0.0,Rural,N
LP002119,Male,Yes,1,Not Graduate,No,-0.17324829851234488,-0.14614080220013156,0.022825509269546938,0.2772125909680383,1.0,Urban,Y
LP001469,Male,No,0,Graduate,Yes,2.4259206003078235,-0.4025981827884851,5.346208567224411,2.2012027445433606,,Urban,Y
LP002113,Female,No,3+,Not Graduate,No,-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,Urban,N
LP001594,Male,Yes,0,Graduate,No,0.018875766901341642,0.77117949484332,0.33660215292948814,0.2772125909680383,1.0,Semiurban,Y
LP001644,,Yes,0,Graduate,Yes,-0.8192113607351384,0.7025265426760554,0.13102435191090597,0.2772125909680383,1.0,Rural,Y
